agency_name,stop_name,number_of_routes_served,route_id(s)_served,route_type,number_of_arrivals,number_of_hours_in_service,x,y,route_type_defined,geometry,county_name,total_arrivals,hqta_type,SB79_tier,route_type_defined	
City and County of San Francisco,16th Street & Rhode Island St,2,"22, 55",3,222,24,-122.402822,37.76611,Bus Rapid Transit,POINT (-122.402822 37.76611),San Francisco,444,major_stop_brt,Tier 2,
City and County of San Francisco,Newhall St & Hudson,1,54,3,95,18,-122.388403,37.73997,Bus,POINT (-122.388403 37.73997),San Francisco,190,,,
City and County of San Francisco,Lombard St & Gough St,2,"28, 91",3,99,24,-122.42768,37.8008610000001,Bus,POINT (-122.42768 37.8008610000001),San Francisco,400,,,
City and County of San Francisco,Font Blvd & Juan Bautisa Cir,1,57,3,52,18,-122.478691,37.7184770000001,Bus,POINT (-122.478691 37.7184770000001),San Francisco,104,,,
City and County of San Francisco,Brotherhood Way & Summit Way,1,58,3,35,18,-122.474566,37.713758,Bus,POINT (-122.474566 37.713758),San Francisco,140,,,
City and County of San Francisco,Brotherhood Way & Grace Community Church,1,58,3,35,18,-122.480224,37.7144880010001,Bus,POINT (-122.480224 37.7144880010001),San Francisco,140,,,
City and County of San Francisco,Brotherhood Way & Church Access Rd,1,58,3,35,18,-122.475574,37.7141320000001,Bus,POINT (-122.475574 37.7141320000001),San Francisco,70,,,
City and County of San Francisco,Ocean Ave & I-280 On Ramp,2,"29, 49",3,275,21,-122.446932001,37.723031001,Bus,POINT (-122.446932001 37.723031001),San Francisco,550,,,
City and County of San Francisco,Chumasero Dr & Galindo Ave,1,57,3,52,18,-122.473158,37.7141510000001,Bus,POINT (-122.473158 37.7141510000001),San Francisco,104,,,
City and County of San Francisco,Font Blvd & Mary Ward Hall,1,57,3,52,18,-122.483056,37.722491,Bus,POINT (-122.483056 37.722491),San Francisco,208,,,
City and County of San Francisco,Arch St & Alemany St,2,"57, 58",3,87,18,-122.466996,37.7115910000001,Bus,POINT (-122.466996 37.7115910000001),San Francisco,174,,,
City and County of San Francisco,Mission St & Power St,3,"12, 14, 49",3,352,24,-122.419401,37.746245,Bus Rapid Transit,POINT (-122.419401 37.746245),San Francisco,704,major_stop_brt,Tier 2,
City and County of San Francisco,Bemis St & Addison St,1,35,3,29,15,-122.429462,37.7379310000001,Bus,POINT (-122.429462 37.7379310000001),San Francisco,58,,,
City and County of San Francisco,Pennslvania Ave & 20th St,1,55,3,52,18,-122.393348,37.760182,Bus,POINT (-122.393348 37.760182),San Francisco,104,,,
City and County of San Francisco,Lake Merced & Lakeshore,1,18,3,48,17,-122.494056,37.7294200000001,Bus,POINT (-122.494056 37.7294200000001),San Francisco,192,,,
City and County of San Francisco,Lincoln Way & 34th Ave,1,29,3,112,20,-122.493413,37.764709001,Bus,POINT (-122.493413 37.764709001),San Francisco,224,,,
City and County of San Francisco,Chestnut St & Gough St,2,"30, 30X",3,90,19,-122.428104,37.8018250000001,Bus,POINT (-122.428104 37.8018250000001),San Francisco,356,,,
City and County of San Francisco,Broadway & Sansome St,1,12,3,85,17,-122.402343,37.798392,Bus,POINT (-122.402343 37.798392),San Francisco,170,,,
City and County of San Francisco,Sansome St & Jackson St,1,12,3,85,17,-122.401909,37.796527,Bus,POINT (-122.401909 37.796527),San Francisco,170,,,
City and County of San Francisco,16th Street & Owen St,1,22,3,170,24,-122.392805,37.766721999,Bus Rapid Transit,POINT (-122.392805 37.766721999),San Francisco,340,major_stop_brt,Tier 2,
City and County of San Francisco,16th St & Owen St,1,22,3,170,24,-122.39253,37.76665,Bus Rapid Transit,POINT (-122.39253 37.76665),San Francisco,340,major_stop_brt,Tier 2,
City and County of San Francisco,Miguel St & Laidley St,1,35,3,29,15,-122.428293999,37.737761,Bus,POINT (-122.428293999 37.737761),San Francisco,116,,,
City and County of San Francisco,47th Ave & Cutler Ave,1,L,0,104,20,-122.505413,37.736991,Tram/Light Rail,POINT (-122.505413 37.736991),San Francisco,208,,Tier 2,
City and County of San Francisco,Otis & Mccoppin St,1,49,3,157,20,-122.420365,37.771603,Bus,POINT (-122.420365 37.771603),San Francisco,314,,,
City and County of San Francisco,4th & Brannan,1,T,0,96,18,-122.396613,37.7783410000001,Tram/Light Rail,POINT (-122.396613 37.7783410000001),San Francisco,192,,Tier 2,
City and County of San Francisco,Yerba Buena/Moscone Station,1,T,0,96,18,-122.40173,37.7823799990001,Tram/Light Rail,POINT (-122.40173 37.7823799990001),San Francisco,384,,Tier 2,
City and County of San Francisco,Union Square/Market St Station,1,T,0,96,18,-122.406523001,37.787133,Tram/Light Rail,POINT (-122.406523001 37.787133),San Francisco,384,,Tier 2,
City and County of San Francisco,Chinatown - Rose Pak Station,1,T,0,192,19,-122.408078001,37.794807,Tram/Light Rail,POINT (-122.408078001 37.794807),San Francisco,384,,Tier 2,
City and County of San Francisco,Fourth Street & Brannan,1,T,0,96,18,-122.39659,37.778403,Tram/Light Rail,POINT (-122.39659 37.778403),San Francisco,192,,Tier 2,
City and County of San Francisco,Quintra St & 43rd Ave,1,48,3,78,20,-122.501583,37.7475840000001,Bus,POINT (-122.501583 37.7475840000001),San Francisco,156,,,
City and County of San Francisco,Bayshore Blvd & Flower St,4,"23, 9, 90, 9R",3,196,24,-122.405609,37.742377,Bus,POINT (-122.405609 37.742377),San Francisco,444,,,
City and County of San Francisco,201 Bayshore Blvd E,2,"9, 90",3,94,24,-122.404187,37.7446160000001,Bus,POINT (-122.404187 37.7446160000001),San Francisco,188,,,
City and County of San Francisco,Bayshore Blvd & Oakdale Ave,3,"9, 90, 9R",3,157,24,-122.405402,37.7430459990001,Bus,POINT (-122.405402 37.7430459990001),San Francisco,367,,,
City and County of San Francisco,San Bruno Ave & Harkness Ave,5,"8, 8AX, 9, 90, 9R",3,277,24,-122.400114,37.718042999,Bus,POINT (-122.400114 37.718042999),San Francisco,554,,,
City and County of San Francisco,San Bruno Ave & Felton St,4,"8, 8AX, 9, 90",3,222,24,-122.404631,37.7299120000001,Bus,POINT (-122.404631 37.7299120000001),San Francisco,444,,,
City and County of San Francisco,Valencia St & Mission St,1,36,3,67,18,-122.419984,37.7459420000001,Bus,POINT (-122.419984 37.7459420000001),San Francisco,134,,,
City and County of San Francisco,Potrero Ave & 19th St,3,"33, 9, 90",3,147,24,-122.407019,37.7607400000001,Bus,POINT (-122.407019 37.7607400000001),San Francisco,588,,,
City and County of San Francisco,Potrero Ave & Mariposa St,3,"33, 9, 90",3,147,24,-122.407258,37.7632830000001,Bus,POINT (-122.407258 37.7632830000001),San Francisco,588,,,
City and County of San Francisco,Transit Center Bay B,2,"5, 5R",3,184,22,-122.395688,37.7900910000001,Bus,POINT (-122.395688 37.7900910000001),San Francisco,368,,,
City and County of San Francisco,Transit Center Bay C,2,"38R, 714",3,307,19,-122.395493,37.7899570000001,Bus,POINT (-122.395493 37.7899570000001),San Francisco,614,,,
City and County of San Francisco,Transit Center Bay D,1,38,3,245,24,-122.395206,37.789975,Bus,POINT (-122.395206 37.789975),San Francisco,490,,,
City and County of San Francisco,Transit Center Bay E,2,"25, 7",3,198,24,-122.395493,37.7900730000001,Bus,POINT (-122.395493 37.7900730000001),San Francisco,396,,,
City and County of San Francisco,Transit Center Bay 27,1,25,3,52,18,-122.39615,37.7899200000001,Bus,POINT (-122.39615 37.7899200000001),San Francisco,104,,,
City and County of San Francisco,Clipper St & Diamond St,1,48,3,78,20,-122.435926,37.7488270000001,Bus,POINT (-122.435926 37.7488270000001),San Francisco,156,,,
City and County of San Francisco,Folsom St & Ripley St,1,67,3,49,17,-122.41339,37.7442580000001,Bus,POINT (-122.41339 37.7442580000001),San Francisco,98,,,
City and County of San Francisco,Daly City BART Parking Lot E,2,"28, 28R",3,301,20,-122.468763,37.705879,Bus,POINT (-122.468763 37.705879),San Mateo,602,,,
City and County of San Francisco,8th Ave & Judah Ave,1,66,3,49,17,-122.465049,37.762147,Bus,POINT (-122.465049 37.762147),San Francisco,98,,,
City and County of San Francisco,Hudson Ave & Newhall St,1,15,3,79,18,-122.388125,37.7399050000001,Bus,POINT (-122.388125 37.7399050000001),San Francisco,316,,,
City and County of San Francisco,Mission St & Fremont St,2,"14, 14R",3,264,24,-122.396788,37.7902609990001,Bus,POINT (-122.396788 37.7902609990001),San Francisco,528,,,
City and County of San Francisco,Transit Center Bay 29,1,25,3,106,19,-122.39605,37.78999,Bus,POINT (-122.39605 37.78999),San Francisco,212,,,
City and County of San Francisco,Zoo Rd & Skyline Blvd,1,58,3,35,18,-122.501853,37.7285670000001,Bus,POINT (-122.501853 37.7285670000001),San Francisco,70,,,
City and County of San Francisco,Geary Blvd & Masonic St,2,"38, 38R",3,273,24,-122.447034,37.7821970000001,Bus,POINT (-122.447034 37.7821970000001),San Francisco,546,,,
City and County of San Francisco,Townsend St & 5th St,2,"NBUS, NOWL",3,26,7,-122.396672001,37.7756460000001,Bus,POINT (-122.396672001 37.7756460000001),San Francisco,52,,,
City and County of San Francisco,Townsend St & 7th St,1,19,3,67,18,-122.402383001,37.7711420000001,Bus,POINT (-122.402383001 37.7711420000001),San Francisco,134,,,
City and County of San Francisco,3rd Street & Evans Ave,2,"15, TBUS",3,82,19,-122.387897,37.7425210000001,Bus,POINT (-122.387897 37.7425210000001),San Francisco,164,,,
City and County of San Francisco,Jones St & O'Farrell St,1,27,3,67,18,-122.413023,37.785743,Bus,POINT (-122.413023 37.785743),San Francisco,134,,,
City and County of San Francisco,Moscow St & Geneva Ave,1,54,3,48,18,-122.433557,37.7132330000001,Bus,POINT (-122.433557 37.7132330000001),San Francisco,96,,,
City and County of San Francisco,Moscow St & Russia Ave,1,54,3,48,18,-122.429960001,37.718042,Bus,POINT (-122.429960001 37.718042),San Francisco,96,,,
City and County of San Francisco,Moscow St & Brazil St,1,54,3,48,17,-122.427622,37.7211380000001,Bus,POINT (-122.427622 37.7211380000001),San Francisco,96,,,
City and County of San Francisco,Moscow St & Avalon Ave,1,54,3,48,17,-122.425285001,37.724278,Bus,POINT (-122.425285001 37.724278),San Francisco,96,,,
City and County of San Francisco,Main St & Folsom St,1,12,3,49,17,-122.392294,37.78981,Bus,POINT (-122.392294 37.78981),San Francisco,98,,,
City and County of San Francisco,Essex St & Folsom St,1,12,3,49,17,-122.395564001,37.7862280000001,Bus,POINT (-122.395564001 37.7862280000001),San Francisco,98,,,
City and County of San Francisco,Spear St & Mission St,1,12,3,85,17,-122.394046999,37.7924370010001,Bus,POINT (-122.394046999 37.7924370010001),San Francisco,170,,,
City and County of San Francisco,Spear St & Folsom St,1,12,3,85,17,-122.391217,37.7901870000001,Bus,POINT (-122.391217 37.7901870000001),San Francisco,170,,,
City and County of San Francisco,Irving St & 8th Ave,3,"N, NBUS, NOWL",0,120,24,-122.465428,37.764038,"Tram/Light Rail,Bus",POINT (-122.465428 37.764038),San Francisco,240,,Tier 2,
City and County of San Francisco,Clipper Cove Way & Treasure Island Rd,1,25,3,132,24,-122.370979,37.8160599990001,Bus,POINT (-122.370979 37.8160599990001),San Francisco,264,,,
City and County of San Francisco,Folsom St & Beale St,1,12,3,49,17,-122.393259,37.7884040010001,Bus,POINT (-122.393259 37.7884040010001),San Francisco,98,,,
City and County of San Francisco,Oakdale Ave & Toland St,1,23,3,47,17,-122.401416,37.7409660000001,Bus,POINT (-122.401416 37.7409660000001),San Francisco,186,,,
City and County of San Francisco,Lyon St & Union St,1,45,3,100,19,-122.446965,37.7957240000001,Bus,POINT (-122.446965 37.7957240000001),San Francisco,200,,,
City and County of San Francisco,Shoreline Access Road,1,25,3,66,24,-122.371973,37.816700999,Bus,POINT (-122.371973 37.816700999),San Francisco,132,,,
City and County of San Francisco,Mason St - Yacht/Girard,1,30,3,71,15,-122.448502,37.8050209990001,Bus,POINT (-122.448502 37.8050209990001),San Francisco,284,,,
City and County of San Francisco,Mason St - Tunnel Top Park,1,30,3,71,15,-122.454166001,37.804289,Bus,POINT (-122.454166001 37.804289),San Francisco,284,,,
City and County of San Francisco,Irving St & 5th Ave,3,"N, NBUS, NOWL",0,120,24,-122.462139001,37.7641820010001,"Tram/Light Rail,Bus",POINT (-122.462139001 37.7641820010001),San Francisco,240,,Tier 2,
City and County of San Francisco,Irving St & 6th Ave,3,"N, NBUS, NOWL",0,120,24,-122.462986999,37.7642440000001,"Tram/Light Rail,Bus",POINT (-122.462986999 37.7642440000001),San Francisco,240,,Tier 2,
City and County of San Francisco,Clipper St & Douglass St,1,48,3,78,20,-122.438430001,37.748728,Bus,POINT (-122.438430001 37.748728),San Francisco,306,,,
City and County of San Francisco,Ulloa St & Claremont St,1,KBUS,3,4,2,-122.465411,37.740759,Bus,POINT (-122.465411 37.740759),San Francisco,8,,,
City and County of San Francisco,Bayshore Blvd &L Eland Ave,2,"8, 91",3,115,22,-122.40368,37.7112989990001,Bus,POINT (-122.40368 37.7112989990001),San Francisco,230,,,
City and County of San Francisco,20th St & Missouri St,1,55,3,53,18,-122.396408,37.759951001,Bus,POINT (-122.396408 37.759951001),San Francisco,210,,,
City and County of San Francisco,20th St & Pennsylvania Ave,1,55,3,53,18,-122.393532001,37.7601460000001,Bus,POINT (-122.393532001 37.7601460000001),San Francisco,106,,,
City and County of San Francisco,Leavenworth St & Turk St,1,27,3,67,18,-122.413972001,37.7826909990001,Bus,POINT (-122.413972001 37.7826909990001),San Francisco,134,,,
City and County of San Francisco,Jones St & Ellis St,1,27,3,67,18,-122.412829,37.7848060000001,Bus,POINT (-122.412829 37.7848060000001),San Francisco,134,,,
City and County of San Francisco,Jones St & Turk St,1,27,3,67,18,-122.412463,37.7829590000001,Bus,POINT (-122.412463 37.7829590000001),San Francisco,134,,,
City and County of San Francisco,Jerrold Ave & Donahue St,1,15,3,158,18,-122.370807,37.728191,Bus,POINT (-122.370807 37.728191),San Francisco,316,,,
City and County of San Francisco,Kirkwood Ave & Earl St,1,15,3,158,18,-122.373086,37.728665,Bus,POINT (-122.373086 37.728665),San Francisco,316,,,
City and County of San Francisco,Ingalls St & Lasalle Ave,1,15,3,79,18,-122.381389,37.7306330000001,Bus,POINT (-122.381389 37.7306330000001),San Francisco,316,,,
City and County of San Francisco,Ingalls St & Oakdale Ave,1,15,3,79,18,-122.382912999,37.730427999,Bus,POINT (-122.382912999 37.730427999),San Francisco,316,,,
City and County of San Francisco,Ingalls St & Kiska Rd,1,15,3,79,18,-122.379556,37.7310420000001,Bus,POINT (-122.379556 37.7310420000001),San Francisco,158,,,
City and County of San Francisco,Ingalls St & Palou Ave,1,15,3,79,18,-122.383451001,37.729884,Bus,POINT (-122.383451001 37.729884),San Francisco,158,,,
City and County of San Francisco,Clipper St & Grand View Ave,1,48,3,78,20,-122.442452,37.7482909990001,Bus,POINT (-122.442452 37.7482909990001),San Francisco,156,,,
City and County of San Francisco,South Van Ness Ave & Market St,2,"49, 90",3,173,24,-122.41924,37.7751000000001,Bus,POINT (-122.41924 37.7751000000001),San Francisco,346,,,
City and County of San Francisco,Van Ness Ave & Mcallister St,2,"49, 90",3,173,24,-122.420224,37.780035001,Bus Rapid Transit,POINT (-122.420224 37.780035001),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Mcallister St,2,"49, 90",3,173,24,-122.420224,37.780035001,Bus Rapid Transit,POINT (-122.420224 37.780035001),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Eddy St,2,"49, 90",3,173,24,-122.420785,37.782854,Bus Rapid Transit,POINT (-122.420785 37.782854),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Eddy St,2,"49, 90",3,173,24,-122.420785,37.782854,Bus Rapid Transit,POINT (-122.420785 37.782854),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Geary Blvd,2,"49, 90",3,173,24,-122.421367999,37.785647,Bus Rapid Transit,POINT (-122.421367999 37.785647),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Geary Blvd,2,"49, 90",3,173,24,-122.421367999,37.785647,Bus Rapid Transit,POINT (-122.421367999 37.785647),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Bush St,2,"49, 90",3,173,24,-122.421918,37.788448999,Bus Rapid Transit,POINT (-122.421918 37.788448999),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Bush St,2,"49, 90",3,173,24,-122.421918,37.788448999,Bus Rapid Transit,POINT (-122.421918 37.788448999),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Clay St,2,"49, 90",3,173,24,-122.422661,37.792134,Bus Rapid Transit,POINT (-122.422661 37.792134),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Clay St,2,"49, 90",3,173,24,-122.422661,37.792134,Bus Rapid Transit,POINT (-122.422661 37.792134),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Pacific St,2,"49, 90",3,173,24,-122.423199,37.794784,Bus Rapid Transit,POINT (-122.423199 37.794784),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Pacific St,2,"49, 90",3,173,24,-122.423199,37.794784,Bus Rapid Transit,POINT (-122.423199 37.794784),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Vallejo St,2,"49, 90",3,173,24,-122.4236,37.7968010000001,Bus Rapid Transit,POINT (-122.4236 37.7968010000001),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Vallejo St,2,"49, 90",3,173,24,-122.4236,37.7968010000001,Bus Rapid Transit,POINT (-122.4236 37.7968010000001),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Union St,2,"49, 90",3,173,24,-122.423955,37.7985140000001,Bus Rapid Transit,POINT (-122.423955 37.7985140000001),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Union St,2,"49, 90",3,173,24,-122.423955,37.7985140000001,Bus Rapid Transit,POINT (-122.423955 37.7985140000001),San Francisco,692,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Jackson St,2,"49, 90",3,173,24,-122.423096,37.7939630000001,Bus Rapid Transit,POINT (-122.423096 37.7939630000001),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Jackson St,2,"49, 90",3,173,24,-122.423096,37.7939630000001,Bus Rapid Transit,POINT (-122.423096 37.7939630000001),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Sacramento St,2,"49, 90",3,173,24,-122.42257,37.7913130000001,Bus Rapid Transit,POINT (-122.42257 37.7913130000001),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Sacramento St,2,"49, 90",3,173,24,-122.42257,37.7913130000001,Bus Rapid Transit,POINT (-122.42257 37.7913130000001),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Sutter St,2,"49, 90",3,173,24,-122.42178,37.7875740000001,Bus,POINT (-122.42178 37.7875740000001),San Francisco,346,,,
City and County of San Francisco,Van Ness Ave & O'Farrell St,2,"49, 90",3,173,24,-122.421208,37.7847820000001,Bus Rapid Transit,POINT (-122.421208 37.7847820000001),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & O'Farrell St,2,"49, 90",3,173,24,-122.421208,37.7847820000001,Bus Rapid Transit,POINT (-122.421208 37.7847820000001),San Francisco,346,major_stop_brt,Tier 2,
City and County of San Francisco,Van Ness Ave & Market St,2,"49, 90",3,173,24,-122.419309,37.7751720000001,Bus,POINT (-122.419309 37.7751720000001),San Francisco,346,,,
City and County of San Francisco,Townsend St & Lusk St,1,30,3,90,21,-122.393907999,37.7778749990001,Bus,POINT (-122.393907999 37.7778749990001),San Francisco,544,,,
City and County of San Francisco,Seven Seas Ave & Bruton St,1,25,3,66,24,-122.371338,37.8197700000001,Bus,POINT (-122.371338 37.8197700000001),San Francisco,264,,,
City and County of San Francisco,22nd St & Illinois St,1,48,3,84,24,-122.387524,37.757959,Bus,POINT (-122.387524 37.757959),San Francisco,168,,,
City and County of San Francisco,23rd St & 3rd St,1,48,3,84,24,-122.387809,37.755479,Bus,POINT (-122.387809 37.755479),San Francisco,168,,,
City and County of San Francisco,Ulloa St & 14th Ave,1,L,0,104,19,-122.469969,37.7415,Tram/Light Rail,POINT (-122.469969 37.7415),San Francisco,416,,Tier 2,
City and County of San Francisco,Seven Seas Ave & Johnson St,1,25,3,66,24,-122.372982,37.821962,Bus,POINT (-122.372982 37.821962),San Francisco,132,,,
City and County of San Francisco,Crissy Field Terminal,1,30,3,71,15,-122.461705,37.802755,Bus,POINT (-122.461705 37.802755),San Francisco,284,,,
City and County of San Francisco,Mason St - Sports Basement,1,30,3,71,15,-122.458867,37.803678,Bus,POINT (-122.458867 37.803678),San Francisco,284,,,
City and County of San Francisco,Clay St & Davis St,1,12,3,85,17,-122.397851,37.7952760000001,Bus,POINT (-122.397851 37.7952760000001),San Francisco,170,,,
City and County of San Francisco,Church St & 26th St,1,J,0,77,21,-122.427060001,37.7484160000001,Tram/Light Rail,POINT (-122.427060001 37.7484160000001),San Francisco,310,,Tier 2,
City and County of San Francisco,Church St & 28th St,1,J,0,77,21,-122.426737,37.7452250010001,Tram/Light Rail,POINT (-122.426737 37.7452250010001),San Francisco,310,,Tier 2,
City and County of San Francisco,Sunnyvale Ave & W.Access Rd,2,"9, 9R",3,84,20,-122.42215,37.7135880000001,Bus,POINT (-122.42215 37.7135880000001),San Francisco,168,,,
City and County of San Francisco,Brookdale Ave & Blythdale Ave,2,"9, 9R",3,84,20,-122.422289,37.711331,Bus,POINT (-122.422289 37.711331),San Francisco,352,,,
City and County of San Francisco,Sunnyvale Ave & Western Access Road,2,"9, 9R",3,92,19,-122.42215,37.713651,Bus,POINT (-122.42215 37.713651),San Francisco,184,,,
City and County of San Francisco,Clayton St & Deming St,1,33,3,53,18,-122.446297,37.760299,Bus,POINT (-122.446297 37.760299),San Francisco,106,,,
San Mateo County Transit District,Terra Nova Blvd & Alicante Dr,1,110,3,30,17,-122.476654,37.585609,Bus,POINT (-122.476654 37.585609),San Mateo,30,,,
San Mateo County Transit District,Clarendon Rd & Francisco Blvd,1,112,3,16,16,-122.489951001,37.629827,Bus,POINT (-122.489951001 37.629827),San Mateo,47,,,
San Mateo County Transit District,Crespi Dr & De Solo Dr,1,110,3,30,17,-122.497519001,37.5952720000001,Bus,POINT (-122.497519001 37.5952720000001),San Mateo,30,,,
San Mateo County Transit District,Crespi Dr & Seville Dr,1,110,3,30,17,-122.492214001,37.593491,Bus,POINT (-122.492214001 37.593491),San Mateo,30,,,
San Mateo County Transit District,Crespi Dr & Fassler Ave,1,110,3,30,17,-122.482538001,37.5987280000001,Bus,POINT (-122.482538001 37.5987280000001),San Mateo,30,,,
San Mateo County Transit District,Crespi Dr & Hwy 1,1,PCX,3,9,6,-122.499371001,37.5989510000001,Bus,POINT (-122.499371001 37.5989510000001),San Mateo,9,,,
San Mateo County Transit District,Crespi Dr & Lerida Way,1,110,3,30,17,-122.480849,37.5942930000001,Bus,POINT (-122.480849 37.5942930000001),San Mateo,30,,,
San Mateo County Transit District,Crespi Dr & Manzanita Dr,1,110,3,30,17,-122.484194,37.589688,Bus,POINT (-122.484194 37.589688),San Mateo,30,,,
San Mateo County Transit District,Crespi Dr & Peralta Rd,1,110,3,30,17,-122.496091,37.593324001,Bus,POINT (-122.496091 37.593324001),San Mateo,30,,,
San Mateo County Transit District,Crespi Dr & Regina Way,1,110,3,30,17,-122.48887,37.5934060000001,Bus,POINT (-122.48887 37.5934060000001),San Mateo,30,,,
San Mateo County Transit District,Crespi Dr & Tapis Way,1,110,3,30,17,-122.488455,37.5897590000001,Bus,POINT (-122.488455 37.5897590000001),San Mateo,30,,,
San Mateo County Transit District,Francisco Blvd & Lakeside Ave,2,"110, 112",3,46,17,-122.489777001,37.628538,Bus,POINT (-122.489777001 37.628538),San Mateo,46,,,
San Mateo County Transit District,Gateway Dr & Eastridge Cir,1,112,3,15,15,-122.482055001,37.664568,Bus,POINT (-122.482055001 37.664568),San Mateo,31,,,
San Mateo County Transit District,Gateway Dr & Hickey Blvd,1,112,3,15,15,-122.478763999,37.6602760000001,Bus,POINT (-122.478763999 37.6602760000001),San Mateo,31,,,
San Mateo County Transit District,Gateway Dr & Skyline Dr,1,112,3,16,16,-122.485931,37.6657690000001,Bus,POINT (-122.485931 37.6657690000001),San Mateo,31,,,
San Mateo County Transit District,Gateway Dr & Springdale Dr,1,112,3,16,16,-122.479520001,37.6631810000001,Bus,POINT (-122.479520001 37.6631810000001),San Mateo,31,,,
San Mateo County Transit District,Glencourt Way & Inverness Dr,1,121,3,32,18,-122.474911,37.6484320000001,Bus,POINT (-122.474911 37.6484320000001),San Mateo,32,,,
San Mateo County Transit District,Hickey Blvd & Firecrest Ave,1,121,3,32,18,-122.478883,37.657405,Bus,POINT (-122.478883 37.657405),San Mateo,32,,,
San Mateo County Transit District,Hickey Blvd & Gateway Dr,1,121,3,32,18,-122.478147001,37.6593310000001,Bus,POINT (-122.478147001 37.6593310000001),San Mateo,64,,,
San Mateo County Transit District,Hickey Blvd & Inverness Dr,1,121,3,32,18,-122.478923,37.655155,Bus,POINT (-122.478923 37.655155),San Mateo,32,,,
San Mateo County Transit District,Hickey Blvd & Parkview Cir,1,121,3,32,17,-122.479046,37.6567890000001,Bus,POINT (-122.479046 37.6567890000001),San Mateo,32,,,
San Mateo County Transit District,Hwy 1 & Crespi Dr,2,"110, PCX",3,40,18,-122.500147001,37.599209,Bus,POINT (-122.500147001 37.599209),San Mateo,40,,,
San Mateo County Transit District,Hwy 1 & Fassler Ave,2,"110, PCX",3,40,18,-122.494765001,37.608866,Bus,POINT (-122.494765001 37.608866),San Mateo,40,,,
San Mateo County Transit District,Hwy 1 & Reina Del Mar Ave,2,"110, PCX",3,40,18,-122.486501,37.614154,Bus,POINT (-122.486501 37.614154),San Mateo,79,,,
San Mateo County Transit District,Hwy 1 & Rockaway Beach Ave,2,"110, PCX",3,39,17,-122.496235,37.6083100000001,Bus,POINT (-122.496235 37.6083100000001),San Mateo,39,,,
San Mateo County Transit District,Hwy 1 & Westport Dr,2,"110, PCX",3,40,18,-122.484829,37.620861,Bus,POINT (-122.484829 37.620861),San Mateo,79,,,
San Mateo County Transit District,Inverness Dr & Foothill Dr,1,121,3,32,17,-122.478171,37.6520400000001,Bus,POINT (-122.478171 37.6520400000001),San Mateo,64,,,
San Mateo County Transit District,Inverness Dr & Glencourt Way,1,121,3,32,18,-122.475101,37.6482440010001,Bus,POINT (-122.475101 37.6482440010001),San Mateo,32,,,
San Mateo County Transit District,Inverness Dr & Heathcliff Dr,1,121,3,32,17,-122.477508,37.6510870000001,Bus,POINT (-122.477508 37.6510870000001),San Mateo,64,,,
San Mateo County Transit District,Inverness Dr & Horizon Way,1,121,3,32,17,-122.4792,37.6539070000001,Bus,POINT (-122.4792 37.6539070000001),San Mateo,32,,,
San Mateo County Transit District,Linda Mar Park N Ride,3,"110, 117, PCX",3,111,19,-122.502932,37.595585,Bus,POINT (-122.502932 37.595585),San Mateo,111,,,
San Mateo County Transit District,Manor Dr & Skyline Blvd,1,121,3,32,18,-122.471708,37.6459449990001,Bus,POINT (-122.471708 37.6459449990001),San Mateo,32,,,
San Mateo County Transit District,Oceana Blvd & Brighton Rd,1,110,3,31,18,-122.488969,37.6304660000001,Bus,POINT (-122.488969 37.6304660000001),San Mateo,31,,,
San Mateo County Transit District,Oceana Blvd & Clarendon Rd,1,110,3,30,17,-122.489105,37.630123,Bus,POINT (-122.489105 37.630123),San Mateo,30,,,
